number,summary,milestone,assigned_to_name,assigned_to_id,status
703,Displayimage caching control,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
704,No bcc email for manual file deletion when voucher issuer was not a file recipient,Release 1.5,,,Fixed
707,Add option to secure wipe files in cron.php,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
708,Make 'direct downloads' easier,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
709,FileSender version is displayed twice,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
710,Improvements to debian packaging,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
711,Do we still need history.js libs?,Release 1.5,,,Fixed
712,Clean up config-dist.php,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
715,Empty Guest Voucher table text,Release 1.5,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
718,Facilitate feedback-points in warnings/errors,Suggested features,,,New
719,Add spanish translations,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
723,add sort options to MyFiles table,Suggested features,,,New
752,Add support for new FileLink feature in Thunderbird 13,Suggested features,,,New
721,Upload using voucher rejects valid email address,Release 1.5,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
726,HTML5(Not)Supported tooltip shows raw html code in language tags,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
728,Download page formatting,Release 1.5,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
729,Design of email-workflow,Release 1.5,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Won't fix
731,Email validity check logic when issuing voucher,Release 1.5,,,Deferred
732,Conduct 1.5-beta3 client-side workflow tests,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
733,Two links in Help direct to top of Help page with IE9 9 after logon (but not before logon),Release 1.5,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
735,Inconsistent AUP box check (or not) after pausing / cancelling upload,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Won't fix
736,Feature request: On Logon page make separate text for pageheading and logon button ,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
737,Feature request: use $config['site_name'] in _SITE_SPLASHTEXT (and similar),Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
745,Language tag comparison broken for less preferred languages,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
749,Auto-complete in To: field,Planned features,,,Fixed
751,security audit: 2.13.1: Make admin check more strict (1.5),Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
771,Improve paging of log display in admin interface for busy installs,Planned features,,,Fixed
754,Security audit: 2.7.6: fix 2 uncovered overlooked output sanitisation issues,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
755,"Security audit: 2.2.1: store all temporary, user-uploaded and php “include” files outside the document root",Release 1.5,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
756,Security audit 2.10.1: Require users to solve a CAPTCHA when they send many files,Release 1.5,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
757,Security audit: 2.11.3: Use the session_regenerate_id() function after switching to a SSL connection.,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
759,Security audit: 2.11.4: Set the secure flag on the session cookie using session_set_cookie_params().,Release 1.5,,,Deferred
760,Security audit 2.11.2: Use the session_regenerate_id function when the user logs in to prevent session fixation.,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
761,Security audit 2.11.5: Set the httponly flag on the session cookie using session_set_cookie_params().,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
763,Security audit: 2.6.2: Add an access check to the admin page,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
764,Security audit: 2.7.2: Change sanitizeFilename to filter out all bad characters,Release 1.5,,,Deferred
765,remove logtime from database scripts,Release 1.5,,,Deferred
766,"Security audit 2.7.6: prevent shoot-in-foot, harden more by also sanitising output not user-generated",Release 1.5,,,Deferred
768,Add sessionid to log data table ,Release 1.5,,,Deferred
779,Conduct 1.5-beta4 client-side workflow tests,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
793,Download from My Files opens new browser tab,Release 1.5,,,Won't fix
780,Define variables listed in language file (en_AU.php),Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,In Progress
794,Add New Recipient email and expiry date fields do not reset upon cancel,Release 1.5,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
795,Loading Send File page in second tab logs off user,Release 1.5,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
796,Design and automate testing of administration interface,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Deferred
797,Add splitting long tables in to pages for all admin log tables,Release 1.5,,,Known issue
816,Conduct 1.5-rc1 client-side workflow tests,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
800,Update German language file,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
801,Update French language file,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
802,Update Slovenian language file,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
805,Unexpected behaviour when clicking on Send multiple times during upload,Release 1.5,,,Fixed
806,Check logEntry() calls and add E_ERROR parameter where appropriate,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
807,Guest voucher is marked as used even when an upload error occurs,Release 1.5,,,Fixed
808,Move AuthSaml->sAuth logging to logEntry mechanism,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
809,"""Invalid or missing email"" warning does not clear when cancelling Adding New Recipient",Release 1.5,,,Fixed
811,Clicking on Send multiple times when adding new recipient issues multiples,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
812,Clicking on Send Voucher multiple times issues multiples,Release 1.5,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
822,Errors after pausing authenticated upload followed by pausing upload using voucher,Release 1.5,,,Deferred
823,"In Chrome: Calendar visible in lower left-hand corner in all pages except admin, always",Release 1.5,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Fixed
1026,Changes to admin.php,Archived: Release 2.0 prototype,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,New
1124,Remove/obsolete client_specific_logging* settings from config/config-dist.php and classes/Log.php,Release 1.6,,,Known issue
1123,Handling decomposed unicode in filenames,Release 1.6,,,Deferred
1089,Directory statement in apache.conf template too broad,Release 1.6,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
1071,Clean up the sudo inconsistencies in the Debian installation doc,Release 1.6,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
993,fs_multi_upload chunking chunks in fread(),Archived: Release 2.0 prototype,Jack Kittridge,bIiF-SXuOr4ydAacwqjQWU,Test
1063,Update HELP text,Release 1.6,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
1220,Smoothening: different message for one time guest invite use and multi-use,Release 2.0-alpha,etiennemeleard,dgRDGuZ4ar478MacwqEsg8,New
1061,AUP box clears after triggering too many recipient warning and refreshing page,Release 1.6,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Won't fix
967,Further code refactoring,Archived: Release 2.0 prototype,Jack Kittridge,bIiF-SXuOr4ydAacwqjQWU,Fixed
482, postgresdateformat should be renamed to db_dateformat ,Release 1.5,,,Fixed
1145,Crypto: make code in uploader.filesender.js 'resume' aware,end-to-end file encryption,Mark Dopey,dno-zMULOr44oJacwqjQXA,New
477,Make config.php localizable,Release 1.5,,,Fixed
970,E_ERROR: Error: [8] Undefined index: HTTP_HOST : includes/EnsureHTTPS.php [57],Release 1.6,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
1126,Crypto: download 'currently'/'momenteel' not possible,end-to-end file encryption,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Test
933,Alternating My Files table row color breaks sometimes,Release 1.6,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
932,incorrect update on fileexpirydate and logdate in mysql init script,Release 1.6,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
908,Config option site_downloadurl obsolete,Release 1.6,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
940,Isolate 'Help' menu to Flash OR HTML5,Archived: Release 2.0 prototype,,,Invalid
1107,Crypto: non encrypted upload gets flagged as encrypted,end-to-end file encryption,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,New
897,Using $_REQUEST['PHPSESSID'] fails in certain settings,Release 1.6,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
899,Terasender advanced settings localisation,Release 1.6,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
898,Add sqlite support,Release 1.6,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
927,Upload files in parallel,Archived: Release 2.0 prototype,,,Deferred
924,Investigate possibility of providing an experimental FileWriter implementation for downloads,Archived: Release 2.0 prototype,,,Deferred
859,"""E_ERROR: No mapping for en-au found"" when no mapping for default language is found",Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Test
922,Make all files selected by default on multidownload.php,Archived: Release 2.0 prototype,Vegard Polden,aTWq58rMCr4ysmacwqjQXA,Fixed
837,No default style definitions for links in default.css,Release 1.5,,,Fixed
917,Preventing duplicate entries in upload box,Archived: Release 2.0 prototype,Jack Kittridge,bIiF-SXuOr4ydAacwqjQWU,Fixed
827,IE9 mouse pointer keeps spinning after canceling an upload,Release 1.5,Wendy Mason,aNSALiyQSr3482eJe5cbCb,New
46,multiple storage backend locations [xl],Suggested features,,,New
237,typo: To install Flash Player got to Adobe.com.,Release 1.0,,,Fixed
238,minor problems with the DoneLoading kludge,Release 1.0,,,Fixed
283,Implement pause/resume for downloads,Suggested features,,,New
287,Javascript/HTML5 upload chunk size to suit progress bar,Suggested features,,,Accepted
332,Variable width of download window quirks,Release 1.0,,,Fixed
343,JavaScript disabled warning ?,Release 1.0,,,Fixed
367,QA: text in about.php (FileSender is ... of FileSender),Release 1.0,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
378,favicon.ico mishaps,Release 1.0,,,Fixed
395,Canceling a Flash Voucher upload doesn't clear custom subject,Release 1.0,,,Invalid
396,No confirmation asked when canceling Flash upload,Release 1.0,,,Fixed
397,Inconsistent wrapping of Subject in My Files list,Release 1.0,,,Fixed
475,Wrapping/layout of Administrator views,Release 1.5,,,Fixed
476,My Files delete popup with long lists,Release 1.5,,,Fixed
478,"Semi-hard coded $attributes[""eduPersonTargetedID""]",Release 1.5,,,Fixed
479,Update copyright where necessary,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
487,Administrator General tab: % use not shown,Release 1.5,,,Fixed
570,Check and adapt themefilesender simplesamlphp module for 1.5 compatibility,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
571,Style consistency in logout.php,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
577,Cosmetic & non-blocking: MyFiles table headers don't auto-size,Release 1.5,,,Deferred
585,"Use of the ""back"" browser button gives SimpleSAMLphp error",Release 1.5,,,Deferred
602,Download of file with double quote in filename breaks content-disposition header ,Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
617,Style sheet/screen building issues with Opera,Release 1.5,,,Known issue
619,IE7 screen layout,Release 1.5,,,Fixed
621,Uploads fail when using Suhosin plugin (PHP hardening) and IE8+,Third party bugs,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Known issue
634,Daylight savings time issue with server side based maximum expiry date,Release 1.5,,,Deferred
647,provide opt-in mechanism to notify of imminent file expiry,Suggested features,,,New
674,Chrome 'choose file' input area overlaps other text areas in upload page,Release 1.5,,,Fixed
714,Tab/Window titles change with IE9/Win7,Release 1.5,Wendy Mason,aNSALiyQSr3482eJe5cbCb,Invalid
738,Review current recommended PHP settings in documentation and sample ini file,Release 1.5,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Fixed
742,Use of alternating colors in MyFiles table,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
803,Update emailbouncehandler.php for 1.5,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
813,Remove dependency on php-gmp by simplifying IPv6 check,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
814,A normal Flash upload cancel generates E_ERROR (file NOT moved),Release 1.5,,,Deferred
1302,Upload complete dialog should not auto-close,Release 2.0-alpha,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Test
817,Change upload button to DIV,Release 2.0-alpha,,,Fixed
995,Remove duplicate Tsunami.php file,Archived: Release 2.0 prototype,Jack Kittridge,bIiF-SXuOr4ydAacwqjQWU,Fixed
869,space between admins in $config['admin'] means second admin won't have admin access,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
117,Allow voucher to be used multiple times,Suggested features,,,New
122,allow to send emails S/MIME signed [L],Suggested features,,,New
297,Terms of Service / AUP link: legal requirements,Suggested features,,,New
469,Double download with Android,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
473,Assembla Support tickets test,Project infrastructure pre 2.0,,,Fixed
743,Replace SURFnet logo with new one in banner,Bugs in version 1.1,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Fixed
